id,Price,Rating_avg,Acidity,Intensity,Sweetness,Tannin,vintage.year,price_category
157023115,4.95,3.4,2.8500853,3.924367,2.0230534,3.3522263,2018.0,low
151596914,4.95,3.4,2.3636274,4.5310135,2.0591505,2.867026,2016.0,low
166742753,4.95,3.5,3.7268355,3.8215697,1.8806835,3.5208354,2020.0,low
164159525,4.95,3.7,2.4247456,3.5027149,2.7974153,2.418802,2020.0,low
164221208,4.95,3.0,3.741862,2.794069,1.2107587,2.442138,2019.0,low
166512472,4.95,3.6,3.0106652,4.599549,1.9312589,3.2371972,2020.0,low
156094505,4.95,3.5,2.9043887,3.916575,1.6883756,3.4480836,2018.0,low
150024244,4.95,3.3,3.9608076,2.7360249,1.4223603,2.924907,2015.0,low
156632562,4.95,3.1,2.8668513,3.3859484,1.5953128,2.7383387,2018.0,low
163266544,4.95,3.7,2.4606426,4.1274767,2.3344383,2.8603752,2020.0,low
163077846,4.97,3.2,2.7815,4.247976,1.6084836,3.552344,2020.0,low
163763311,4.98,3.6,3.7333388,3.702705,1.6035836,3.4740012,2020.0,low
165687304,4.99,3.4,4.002941,3.0429413,1.2172059,3.9558823,2019.0,low
160492303,4.99,3.9,3.1527028,3.9655406,2.2441442,2.980856,2019.0,low
152183696,4.99,3.4,3.139722,4.6387696,1.2902777,3.0256348,2017.0,low
163160355,4.99,3.6,3.07214,3.5816145,2.3649483,3.0818996,2020.0,low
161070655,4.99,3.5,3.737788,3.6262212,1.614772,3.317565,2019.0,low
159468335,4.99,3.3,3.1291006,4.0304074,1.6078959,2.9101746,2019.0,low
159330551,4.99,3.5,2.640223,4.310893,2.6381698,3.0276783,2018.0,low
143885711,4.99,3.4,3.092909,3.6138623,1.7268072,2.9350896,2016.0,low
158166866,4.99,3.4,3.4368563,3.5090995,1.385291,3.969432,2018.0,low
156369086,4.99,3.4,3.5197115,3.6378033,1.62629,3.3128114,2018.0,low
158275559,4.99,3.3,3.4598284,3.2819514,1.7641575,3.4169106,2018.0,low
167431608,4.99,3.6,3.006871,3.7709165,1.7151036,2.8526382,2020.0,low
163123129,4.99,3.1,1.9474468,3.482553,1.721383,1.6374468,2019.0,low
161479822,5.0,3.6,2.4354458,4.0124288,2.4696965,2.8631308,2019.0,low
159901221,4.95,3.1,3.0064707,2.7889917,1.8744538,3.080588,2018.0,low
147124932,4.95,3.5,2.1617723,3.9756963,1.5320253,2.430253,2014.0,low
161866041,4.83,3.3,3.554801,3.6059735,1.7297566,3.788938,2018.0,low
154647440,4.25,3.1,3.7928712,3.761636,1.5007746,3.441284,2017.0,low
164390150,4.25,3.8,3.4184616,3.5361538,1.1107692,3.4807692,2018.0,low
162256393,4.9,3.5,2.914,3.4418437,2.0509374,3.09175,2019.0,low
144983577,4.77,3.3,3.3723404,4.2739363,1.6205319,3.799362,2015.0,low
7463401,4.89,3.3,2.7079384,4.07904,1.6271193,3.5083933,2014.0,low
150594636,4.9,3.4,2.8963327,3.693726,2.3950956,2.998586,2017.0,low
152363934,5.0,3.4,2.4796295,4.5,2.0748148,3.730185,2017.0,low
5529494,4.8,3.6,3.0250669,3.858245,1.5845948,2.88685,2014.0,low
160678422,5.0,3.4,2.5720205,3.1369455,2.0283504,2.7157457,2019.0,low
160806684,4.5,3.3,3.770187,2.6405802,1.5732021,2.8169432,2019.0,low
160164028,4.15,2.9,2.774653,3.844677,1.7645216,3.3661122,2019.0,low
161738810,4.99,3.5,3.956271,2.3741527,1.1190678,3.146695,2018.0,low
163228980,4.95,3.4,3.7388234,2.8841176,1.307353,2.7820587,2019.0,low
151231097,4.95,3.3,2.759087,3.4251297,2.1694896,2.7267773,2017.0,low
3371249,4.81,3.6,3.244737,4.826316,2.018421,3.944737,2011.0,low
151071227,4.25,3.6,3.0434613,3.729999,2.3184042,2.9296396,2017.0,low
171190223,4.95,3.5,2.999413,3.509009,2.3158517,2.9301732,2021.0,low
152909055,4.9,3.5,3.1514118,3.8909414,1.4653236,3.2344415,2016.0,low
146583671,4.25,3.6,3.0434613,3.729999,2.3184042,2.9296396,2016.0,low
5098910,5.0,3.7,2.4807596,4.130193,2.7276506,2.7026327,2013.0,low
167131775,4.95,3.8,2.0809224,4.0582657,2.7919927,2.213321,2021.0,low
168449224,4.99,3.3,3.789615,4.2732477,1.8257248,3.2579632,2021.0,low
161297951,4.9,3.1,3.3657894,2.8724015,1.5958223,3.0654933,2019.0,low
160152012,4.95,3.6,3.0108767,3.463361,1.7032567,2.8268476,2019.0,low
164536366,4.4,3.6,3.4902253,2.8291728,1.4234586,2.9845865,2020.0,low
96489607,4.95,3.6,2.1503096,4.839336,2.4192035,2.6646018,2016.0,low
165556223,4.99,3.7,3.485741,4.828889,1.4063889,3.6119444,2020.0,low
158384279,4.99,3.2,3.148794,4.8474894,1.6125807,2.9326928,2018.0,low
158672146,5.0,3.6,2.2842062,4.5843177,2.302089,2.934039,2017.0,low
156384731,4.9,3.5,3.0631607,3.6772337,1.6050642,2.9707148,2018.0,low
159442577,4.88,4.0,3.031483,3.8910606,1.7822266,2.7868772,2019.0,low
164247355,4.99,3.5,3.0087519,3.3497996,1.8682435,2.947781,2020.0,low
161287320,4.5,3.8,3.1098483,3.5387962,2.49,3.057267,2018.0,low
151915514,4.9,3.7,3.6046705,2.772971,1.4006892,2.8409953,2017.0,low
163069814,4.95,3.4,3.1226707,3.478718,2.0239325,2.9607153,2020.0,low
163173776,4.89,3.3,2.7260597,4.3536673,1.5259557,3.512471,2020.0,low
166979864,4.9,3.6,3.0019422,4.0177145,1.9572464,2.8824413,2020.0,low
167111947,4.8,3.7,1.8241777,3.9250917,2.9289737,2.2140102,2021.0,low
156343973,4.25,3.4,3.0908823,4.1752744,1.7294018,3.4086,2018.0,low
159379320,4.54,3.5,2.9032013,3.4316747,1.9997848,2.8514163,2019.0,low
164884268,4.99,3.5,2.1188185,4.420886,2.5797045,2.5858648,2020.0,low
159333037,4.99,3.5,2.9431722,3.5618913,2.3030157,2.9137902,2019.0,low
156626183,4.99,3.5,2.9431722,3.5618913,2.3030157,2.9137902,2018.0,low
163182444,4.99,3.3,2.0398293,3.8166218,1.8794024,2.0051708,2020.0,low
164575469,4.8,3.5,3.8301466,3.0182111,1.8372728,2.8951318,2019.0,low
163119083,4.7,3.6,2.7781272,4.1580806,1.830599,3.4163778,2020.0,low
153238821,4.8,3.3,3.0920076,3.6616058,1.6937138,2.9532123,2017.0,low
151779653,4.35,3.2,2.7263355,4.2365026,1.3155992,3.5993023,2017.0,low
161122275,4.9,3.5,3.105327,2.9674768,1.5121496,3.1411216,2019.0,low
145622942,4.95,3.4,3.9374156,3.9447694,1.2205231,3.514461,2016.0,low
162966872,4.5,3.6,2.6851895,3.203574,1.9372782,2.6117692,2020.0,low
4269215,4.25,3.5,2.8398008,4.711329,1.7688041,3.2963123,2012.0,low
159955876,4.9,3.6,3.132257,4.3246474,1.621113,3.028362,2019.0,low
153014859,4.5,3.2,2.5156038,4.2850795,2.3545558,3.0230753,2017.0,low
141259696,4.9,3.6,2.6594522,4.078814,2.1773858,2.8131135,2016.0,low
159553755,4.59,3.3,3.6479154,3.1817482,1.7823128,3.375342,2018.0,low
164012940,4.65,3.6,2.4947731,4.2641473,2.4111269,2.8670735,2020.0,low
149674509,4.5,3.5,2.826349,4.10848,2.2215455,3.0005848,2016.0,low
122402485,4.5,3.6,3.9481075,3.5806038,1.5876837,3.178385,2015.0,low
160831081,5.0,3.5,3.2889109,4.158218,1.0629703,3.4001982,2018.0,low
166951854,4.9,3.4,2.3854427,3.7017088,1.8963293,2.53481,2020.0,low
159501834,4.4,3.4,3.139722,4.6387696,1.2902777,3.0256348,2019.0,low
163442032,4.9,3.1,1.9995307,3.841019,1.8730907,1.9798704,2020.0,low
164784488,4.95,3.8,2.1472728,4.1879544,2.9954545,2.5721023,2019.0,low
156183585,4.97,3.7,3.0717237,4.176508,1.7457472,3.3451674,2018.0,low
165045409,4.98,3.9,2.5476406,3.7280898,1.1685393,2.743483,2016.0,low
14411694,4.22,3.4,3.0931885,4.5720916,1.7893368,3.4817095,2015.0,low
163643099,4.25,3.6,2.9705849,3.885376,2.068229,3.0251129,2019.0,low
153269125,4.7,3.7,3.3477306,4.340885,1.4173077,3.810125,2017.0,low
159650137,4.99,3.6,2.6970074,4.11893,2.5971677,2.7699413,2018.0,low
159737477,4.95,3.5,2.8021607,3.6439896,2.1346755,2.889171,2018.0,low
160230033,4.49,3.4,3.0210328,4.0808115,1.8040508,2.905664,2019.0,low
168289736,4.95,3.4,2.8580105,4.6914716,1.884823,2.9303267,2020.0,low
163118264,4.5,3.5,3.1022427,3.0137281,1.6403697,2.8375478,2020.0,low
159903987,5.0,3.4,3.6389027,3.2265446,1.2877235,3.2026014,2019.0,low
162062749,4.9,3.0,4.4945903,1.0,1.9373771,2.1942625,2019.0,low
162948102,4.95,3.6,2.5504048,3.2525456,1.6506007,2.8614101,2019.0,low
160981742,4.99,3.6,3.3791552,2.834838,1.2724768,2.9304168,2019.0,low
156227273,4.95,3.6,2.6399777,3.5926507,1.5266814,2.7204902,2018.0,low
143560323,4.99,3.3,2.9276924,4.348846,1.0426923,3.5703847,2016.0,low
159544137,4.76,3.2,2.7460558,4.347849,1.4874104,3.7528684,2019.0,low
159868735,4.99,3.4,2.9168022,3.7162635,1.7543736,2.6376374,2019.0,low
156338451,5.0,3.8,3.021538,3.0342243,1.6186005,2.7086418,2018.0,low
159559869,4.47,3.7,2.9225087,3.759104,1.9293966,2.9279063,2019.0,low
165445886,4.95,3.5,2.9431722,3.5618913,2.3030157,2.9137902,2020.0,low
163451336,4.94,3.4,2.7605426,4.0403457,1.5914967,3.6526642,2020.0,low
168715746,4.8,3.5,3.5463355,3.3881881,2.137212,3.292373,2021.0,low
2913767,4.99,3.4,2.6569607,4.288248,1.6266437,3.6039505,2013.0,low
112097305,4.29,2.9,2.7257192,4.0490484,1.551665,3.5077238,2016.0,low
163896974,4.29,3.5,2.951677,3.838447,3.5759006,3.9762728,2019.0,low
164830192,4.99,3.3,3.1764433,2.633933,2.1633053,3.0572803,2020.0,low
156293241,4.99,3.4,2.9726346,3.622809,2.318071,2.7779891,2018.0,low
162527680,4.45,2.9,3.0125747,3.5413775,2.052096,3.5280843,2019.0,low
159650691,4.49,3.6,3.0023646,3.8473835,2.8885663,3.5360003,2018.0,low
162931229,4.95,3.4,2.9726346,3.622809,2.318071,2.7779891,2020.0,low
160341066,4.8,3.5,3.8301466,3.0182111,1.8372728,2.8951318,2018.0,low
26724422,4.95,3.3,2.7647572,4.3378634,1.6971844,3.6286893,2015.0,low
151954604,4.9,3.2,3.7572315,3.6275141,1.3967798,3.5054803,2017.0,low
152928855,4.46,3.4,2.8500853,3.924367,2.0230534,3.3522263,2017.0,low
4234073,4.73,3.1,3.0744116,4.5,1.1108824,3.4983823,2011.0,low
164193999,4.25,3.6,3.8143306,3.277874,1.0314173,4.054331,2018.0,low
162977889,4.99,3.5,2.9638333,4.254277,1.662514,3.4080417,2020.0,low
163905257,4.95,3.4,2.8395216,4.1498084,1.5409092,3.5979424,2019.0,low
152838890,4.46,3.0,3.1292522,2.786916,1.5481308,2.9313087,2016.0,low
155642688,4.59,3.4,2.6587303,3.6825397,2.857143,2.8730159,2016.0,low
163764220,5.0,3.4,3.0170102,2.8862886,1.9734019,2.8537114,2019.0,low
87343285,4.95,3.3,3.651956,3.7473354,1.5334473,3.4404888,2015.0,low
156865540,4.95,3.3,2.989949,4.175205,1.4198462,3.7081792,2018.0,low
165046579,4.5,3.5,2.9658678,3.8010747,1.6558979,2.7536738,2020.0,low
163297582,4.99,3.7,3.0676174,3.9646857,1.7172825,3.3331327,2020.0,low
150041946,4.9,3.5,2.9175322,3.29581,1.7237275,2.7571118,2016.0,low
155875436,5.0,3.3,2.7479663,3.9720905,1.9677966,2.7647738,2017.0,low
161387178,4.99,3.2,3.0,5.0,1.0,3.4404762,2018.0,low
147237405,4.5,3.5,2.2773557,4.7146635,2.1384134,2.8893268,2016.0,low
165210857,4.5,3.0,4.113766,2.9574027,1.0066233,2.9905193,2019.0,low
162181823,4.95,3.6,3.8223367,3.5131524,1.2902718,3.7038047,2019.0,low
142626903,4.95,3.6,2.2591696,4.152469,2.4716103,2.7893503,2016.0,low
164420102,4.19,3.6,2.211183,3.5956454,1.9098386,2.9746773,2019.0,low
156504422,4.61,3.4,2.9258757,3.641604,1.7821932,3.2895582,2018.0,low
159696987,4.39,3.7,3.3090096,3.997693,1.5232022,3.564396,2018.0,low
167682800,4.3,3.5,3.0905833,4.113678,1.6524893,3.2585711,2021.0,low
145908345,4.6,3.6,2.8692317,3.894368,1.8269086,2.900024,2016.0,low
151582899,4.82,3.7,2.880558,4.2392235,1.4290534,2.5924757,2017.0,low
159352967,4.99,3.4,2.9516847,3.796728,1.8464795,3.2576458,2019.0,low
160389457,5.0,3.7,1.9690624,3.7974741,2.83,2.202315,2019.0,low
156571964,4.95,3.5,2.5183032,4.492036,2.2212274,2.9018295,2018.0,low
163805871,4.95,3.4,3.1289303,4.4460464,2.2839532,3.6675816,2019.0,low
159424468,4.93,3.6,3.624718,3.732307,1.7225413,3.4316423,2019.0,low
163229121,5.0,3.8,3.7091825,3.9274366,1.4655912,3.1583536,2020.0,low
165135996,4.5,3.5,3.125,3.0,1.0,3.0,2019.0,low
160374949,4.65,3.7,2.2304862,4.2820535,2.5082438,2.609296,2019.0,low
155644662,4.7,3.5,2.9953942,3.3466477,2.5017254,3.0095422,2017.0,low
126813703,4.93,3.6,3.624718,3.732307,1.7225413,3.4316423,2016.0,low
167530777,4.5,3.2,2.7815,4.247976,1.6084836,3.552344,2021.0,low
170591580,4.49,3.4,3.113648,3.9475474,1.131132,3.0,2019.0,low
160632711,4.95,3.3,2.9745114,3.6717904,1.6742706,3.0997932,2019.0,low
27752688,4.39,3.6,2.835814,3.771506,1.754186,3.011732,2015.0,low
161076080,4.63,3.8,2.9731271,4.13478,2.0523102,3.5795472,2019.0,low
14516601,4.99,3.2,3.1913507,4.0994315,1.5055451,3.2460191,2015.0,low
159908740,4.99,3.4,2.791551,4.257822,1.4752971,2.4967656,2019.0,low
168562018,4.85,3.4,2.4038143,3.722835,3.0436084,2.2320619,2020.0,low
155723417,4.95,3.4,2.9666162,4.5938945,1.4341588,2.8317769,2015.0,low
163094045,5.05,3.5,3.8064463,3.663931,1.2511635,4.0920753,2020.0,low
159547521,5.08,3.5,3.0944598,4.0094333,1.7390738,3.4483237,2019.0,low
163064211,5.125,3.7,1.8241777,3.9250917,2.9289737,2.2140102,2020.0,low
159613823,5.15,3.6,2.4353468,4.575026,2.3572636,2.8916788,2019.0,low
156158983,5.18,3.2,2.7263355,4.2365026,1.3155992,3.5993023,2018.0,low
163024919,5.2,3.6,2.6594522,4.078814,2.1773858,2.8131135,2020.0,low
168624911,5.2,3.5,2.640223,4.310893,2.6381698,3.0276783,2020.0,low
159816359,5.2,3.5,3.535383,3.6035416,1.7486855,3.6919086,2019.0,low
163097149,5.25,3.6,2.3775432,4.6030135,2.3459501,2.7673702,2019.0,low
159539628,5.25,3.7,2.8263087,3.5979078,2.1702478,2.8741274,2019.0,low
163786911,5.25,3.9,2.2002785,3.790993,2.7975311,2.3673773,2020.0,low
141266751,5.25,3.3,2.665769,4.336154,1.9221154,3.786298,2016.0,low
163341109,5.26,3.8,2.1472728,4.1879544,2.9954545,2.5721023,2018.0,low
163132847,5.28,3.9,2.945227,3.970799,2.2586236,2.7810173,2020.0,low
159870704,5.31,3.6,2.9927273,4.177638,1.815142,3.32215,2019.0,low
25318525,5.39,3.7,2.8505678,4.008407,1.5492713,3.6121733,2012.0,low
104428421,5.39,3.3,2.7079384,4.07904,1.6271193,3.5083933,2016.0,low
165925191,5.4,3.4,2.5912087,4.1675825,2.3186812,2.936154,2019.0,low
151965698,5.4,3.2,2.0275795,3.4933755,1.8062421,2.5723567,2017.0,low
166021319,5.4,3.6,3.0108767,3.463361,1.7032567,2.8268476,2020.0,low
160440831,5.4,3.4,3.6471488,3.7710636,1.5176029,3.7809505,2018.0,low
168017031,5.45,3.7,2.2877,4.5552998,2.1546001,3.3002,2020.0,low
158319845,5.45,3.4,2.4182785,3.2507765,2.0077045,2.675089,2018.0,low
163003030,5.45,3.7,3.614404,3.6766472,1.6419039,3.3966022,2020.0,low
168622248,5.45,3.6,2.28,3.9829412,1.2029412,3.5,2020.0,low
163060965,5.45,3.4,2.4182785,3.2507765,2.0077045,2.675089,2020.0,low
167780373,5.47,3.6,2.6087627,4.382036,1.8003356,3.4953992,2021.0,low
161414709,5.49,3.6,3.0894086,4.0446744,1.0850296,3.8383431,2018.0,low
166257813,5.49,3.5,1.9925507,3.822188,2.886638,2.2878125,2020.0,low
163280710,5.49,3.4,2.6880713,4.1876774,1.6457628,3.5402157,2020.0,low
163909778,5.49,3.8,2.3249083,4.5996776,2.6958034,2.7241416,2020.0,low
167866858,5.5,3.4,3.4441395,4.3455667,1.4581373,3.15378,2021.0,low
161587285,5.5,3.6,3.0732634,3.9837894,2.0704737,3.6442106,2019.0,low
160374526,5.5,3.6,3.0732634,3.9837894,2.0704737,3.6442106,2018.0,low
168011104,5.5,3.8,2.3770225,4.1915226,2.4610908,2.7581818,2020.0,low
163364716,5.5,3.3,3.770187,2.6405802,1.5732021,2.8169432,2020.0,low
167359664,5.5,3.8,1.8862314,3.9096293,2.9473984,2.2166245,2021.0,low
159987638,5.5,3.8,2.5331807,3.5521095,2.1625807,2.703413,2019.0,low
166067763,5.5,3.5,3.0368333,4.7479167,1.5005001,3.8932502,2020.0,low
163117184,5.5,3.4,3.660946,4.2110333,1.5030423,3.8480787,2020.0,low
168695061,5.5,3.7,3.3560934,4.230049,1.8469286,3.0438573,2021.0,low
162913888,5.5,3.6,3.0994158,2.980137,1.4935895,2.8364933,2020.0,low
163082435,5.5,3.9,2.2479188,4.6075807,2.6835093,2.7853906,2020.0,low
163140051,5.5,3.4,3.7433264,3.8760953,1.549429,3.3139174,2020.0,low
167735407,5.55,3.1,3.4138663,3.4060001,1.3385333,4.1755996,2019.0,low
15904994,5.55,3.3,2.848137,4.1860456,1.9639217,3.4724839,2015.0,low
167218193,5.55,3.8,2.8414764,4.0881543,2.3840601,2.9736912,2020.0,low
142812201,5.6,3.3,2.750586,4.4338584,1.4236969,3.6691113,2015.0,low
162912744,5.6,3.6,2.3829968,4.353606,2.7019842,2.7830944,2020.0,low
163317368,5.6,3.7,2.2304862,4.2820535,2.5082438,2.609296,2020.0,low
163072712,5.67,3.8,2.1676307,4.129628,3.1245453,2.5156693,2020.0,low
167432469,5.68,3.3,2.8857863,3.879626,1.6886032,2.7147985,2021.0,low
168698769,5.69,3.3,2.3876026,3.50735,1.8869088,2.6121767,2020.0,low
163686858,5.7,3.4,2.525439,3.4766166,1.9613919,2.686638,2020.0,low
166387385,5.7,3.4,3.0946362,4.618189,1.7499999,2.9430053,2020.0,low
163072755,5.7,3.6,2.917771,3.7811508,1.906714,2.8304265,2020.0,low
150345413,5.7,3.7,2.3844337,4.41,2.6347098,2.891665,2017.0,low
167307904,5.75,3.4,2.5981681,3.1717875,1.9739678,2.8389592,2021.0,low
164429161,5.75,3.4,2.3757699,3.6691146,1.8722299,2.7681947,2020.0,low
157398264,5.75,3.4,2.97199,3.1750662,1.7685051,2.874655,2018.0,low
159832380,5.75,3.3,2.7647572,4.3378634,1.6971844,3.6286893,2018.0,low
167259534,5.75,3.3,3.5818517,3.5822754,1.4285184,3.0964549,2020.0,low
142240188,5.75,3.6,3.1298141,3.9120746,1.6487306,2.8597834,2016.0,low
165201182,5.77,4.0,3.1091604,3.6624286,1.7517842,3.8402848,2019.0,low
159074743,5.79,3.8,3.014968,3.9338944,1.7041516,2.8347838,2017.0,low
159622444,5.8,3.4,2.7421408,3.977009,2.0938482,3.000163,2019.0,low
163341267,5.84,3.7,3.0328186,3.8155422,2.1127915,2.769023,2015.0,low
160824572,5.85,3.6,3.712671,3.7621388,1.479211,3.3297577,2019.0,low
162682381,5.85,3.8,2.25382,4.3063235,2.4285398,2.988227,2019.0,low
163433239,5.85,3.6,1.7382858,3.6478164,2.948816,2.3012042,2019.0,low
163082436,5.85,3.8,1.8862314,3.9096293,2.9473984,2.2166245,2020.0,low
167631327,5.85,3.4,2.8152382,4.3398094,2.4461906,3.102381,2020.0,low
165866673,5.88,3.6,3.0928924,4.6122,1.5791719,2.8527439,2020.0,low
163036503,5.88,3.8,2.3384185,4.1098104,2.6851914,2.6675897,2020.0,low
162975207,5.89,3.3,2.8963237,3.1908777,2.0788774,2.680083,2020.0,low
145628522,5.89,3.3,3.8671262,3.7610388,1.5663768,3.7987683,2016.0,low
168430136,5.89,3.7,2.9705555,4.1640625,1.8767362,3.076146,2020.0,low
161681013,5.89,3.4,3.3531578,2.9178948,1.4265413,3.2054136,2019.0,low
