id,Price,Rating_avg,Acidity,Intensity,Sweetness,vintage.year,price_category
164966049,4.99,3.7,3.3904305,2.256789,2.2782788,2020.0,low
156132232,4.39,3.6,2.574884,3.1871083,2.033231,2015.0,low
167370379,4.9,3.2,4.2414584,2.3370833,1.2910417,2020.0,low
160185100,4.52,3.7,3.656946,3.0004284,1.8342547,2019.0,low
151858180,4.8,3.7,4.5385566,2.7744193,1.5831208,2017.0,low
156206768,4.26,3.6,2.8259308,2.8450263,1.6454229,2018.0,low
167399718,4.8,3.5,2.9707909,2.7215817,1.8542602,2021.0,low
4160322,4.95,3.5,3.6360495,2.410617,1.0701234,2012.0,low
163124027,4.95,3.6,3.1472838,3.8912761,2.3152673,2019.0,low
158288564,4.16,3.6,3.7042966,2.8994923,1.5936102,2018.0,low
160524979,4.75,3.4,3.8828483,2.8701038,2.1861508,2019.0,low
167723113,4.4,3.7,2.6032345,2.961326,1.9051908,2021.0,low
167234137,4.9,3.8,4.0724463,1.7296053,1.6779027,2021.0,low
171127537,4.95,3.4,3.9725742,2.9419153,2.3084614,2021.0,low
168008420,4.99,3.3,2.441584,3.0295048,1.6131684,2021.0,low
162268309,4.99,3.2,3.8678825,2.8587651,1.5469999,2019.0,low
160921041,4.95,3.7,3.0320458,2.902552,1.4015187,2019.0,low
159656810,4.95,3.5,4.6473866,2.8225589,1.5395099,2018.0,low
151907852,4.46,3.3,3.653032,2.6203868,2.2526453,2016.0,low
144307378,4.46,3.2,3.9424903,3.0276628,2.187203,2016.0,low
164521255,4.7,3.5,2.5675905,2.2419276,2.1348193,2019.0,low
167659616,4.99,3.5,3.146835,2.8464217,1.975688,2021.0,low
162316064,4.95,3.6,2.9815285,2.9145043,1.7287153,2019.0,low
158370511,4.95,3.6,2.4934506,3.7108188,1.5880578,2018.0,low
164054988,4.2,3.2,3.7132366,2.6331785,2.1007402,2020.0,low
157942534,4.72,3.8,4.4634824,1.6014873,1.2975155,2018.0,low
152581700,4.99,3.7,4.2852073,1.7001383,1.1382489,2017.0,low
146279914,4.16,3.6,3.0810227,2.6628408,1.1583524,2016.0,low
14365277,4.6,3.8,4.3588896,1.7214952,1.4274089,2015.0,low
153180934,4.26,3.7,4.1832366,1.7443991,1.7524354,2017.0,low
146861180,4.22,3.2,4.497391,3.5934784,1.0791304,2014.0,low
159660488,4.72,3.7,4.3728075,1.5943848,1.657487,2018.0,low
153282564,4.25,3.4,2.6886668,2.7464807,2.478186,2016.0,low
168299831,4.95,3.8,2.8245213,2.6548269,1.7603668,2021.0,low
152652822,4.1,3.6,2.8807888,3.0300333,1.4353,2017.0,low
158920777,4.41,3.7,4.1939335,1.718869,1.5418508,2018.0,low
151476242,4.08,3.7,2.5720546,3.2562087,2.081901,2017.0,low
164241038,5.0,3.7,2.8533628,3.0258408,1.9912388,2019.0,low
169380235,4.76,3.6,4.8082857,2.918104,1.4222598,2021.0,low
170459678,4.9,3.4,3.4190817,3.565,2.1219387,2021.0,low
168142619,4.49,3.9,4.0355253,2.0349054,2.455198,2021.0,low
164514784,4.85,3.7,3.5065079,3.0139828,2.052194,2019.0,low
163993969,4.75,3.7,4.468558,1.5202392,1.4265621,2020.0,low
169646705,4.95,3.2,3.3487232,2.890638,1.6657448,2021.0,low
170025273,4.95,3.3,3.8757362,2.9920554,2.0238652,2021.0,low
168319758,4.4,3.4,4.1532536,2.5203319,1.3856574,2021.0,low
156346639,4.99,3.5,3.3201349,3.397726,1.3756647,2018.0,low
159720310,4.99,3.5,3.9431744,2.9140878,2.1794245,2018.0,low
163151096,4.39,3.6,3.6781726,2.9156487,1.5516899,2020.0,low
166213588,4.94,3.3,2.7535906,3.540403,1.2031349,2020.0,low
165587896,4.99,3.9,2.9039707,3.6013324,1.8589238,2020.0,low
163301755,4.95,3.6,3.1555176,3.1142955,1.6673899,2020.0,low
163096921,4.49,3.9,3.5187097,2.4609678,1.8320968,2020.0,low
103594369,4.77,3.4,2.5694213,2.9079423,1.247299,2016.0,low
163268693,4.99,3.5,3.9758232,2.784503,1.7257142,2020.0,low
164519939,4.2,3.3,3.8757362,2.9920554,2.0238652,2020.0,low
168130604,4.95,3.3,2.77349,2.2020135,2.2966444,2021.0,low
160439489,4.9,3.4,3.190732,2.9731462,1.299561,2019.0,low
163311016,4.99,4.0,4.202928,1.5938053,1.7324986,2020.0,low
160621003,4.99,3.7,2.546281,3.7101653,1.1080166,2018.0,low
159443857,4.9,3.4,2.6413717,3.073258,1.8169959,2019.0,low
156936324,4.24,3.4,3.4918363,2.9795363,1.6876727,2018.0,low
154368673,4.5,3.8,4.398942,1.66,1.2140384,2017.0,low
162949146,4.09,3.5,2.3926225,2.7515955,1.8091786,2019.0,low
158372277,4.99,3.9,4.0166407,1.6553386,1.5665106,2018.0,low
159786316,4.25,3.5,3.7539659,2.93114,1.6074791,2019.0,low
160891543,4.96,3.6,2.8807888,3.0300333,1.4353,2019.0,low
3032594,4.95,3.6,3.9062338,3.0123832,1.3367234,2012.0,low
151145865,4.94,3.4,3.4113379,2.1599023,2.1597462,2017.0,low
158277641,4.5,3.4,4.037793,2.4448276,1.2482759,2018.0,low
164691533,4.29,3.8,2.4640424,2.7405672,1.7371632,2019.0,low
159773076,4.95,3.4,3.3063552,3.7516353,2.021916,2018.0,low
6429373,4.95,3.5,3.3988366,4.2687817,1.8180242,2014.0,low
4283586,4.95,3.5,3.3988366,4.2687817,1.8180242,2013.0,low
166266968,4.9,3.6,4.0599136,3.1805747,1.8322414,2020.0,low
167693381,4.58,3.2,4.4609756,2.5859756,2.072561,2020.0,low
163621698,5.0,3.5,4.482388,2.0101492,1.5925374,2019.0,low
170250511,4.89,3.7,4.2929707,1.9842677,1.1779498,2021.0,low
170022280,4.56,3.4,3.9532707,2.903341,1.3221028,2021.0,low
171024422,4.9,3.6,4.4617834,2.9615288,2.6150317,2021.0,low
15291721,4.9,4.0,4.5827265,2.8933868,2.675086,2015.0,low
164399933,4.95,3.5,4.0065527,2.8767266,2.0867913,2020.0,low
170706515,4.99,3.7,3.2951922,3.6585164,2.2403572,2021.0,low
168293089,4.9,3.4,4.278176,1.5742522,1.4058105,2021.0,low
162968260,4.99,3.7,3.7993138,3.0019698,1.6092873,2020.0,low
169067860,4.26,3.9,4.1690674,1.6520514,1.5106661,2021.0,low
163454699,4.65,3.7,4.4253516,1.6114719,1.2363409,2020.0,low
158293219,4.51,3.6,3.3772895,3.0291855,1.6827948,2018.0,low
164259148,4.09,3.7,4.2993307,1.7125362,1.3935003,2020.0,low
162931911,5.11,3.5,2.7750068,3.0058322,1.5251114,2020.0,low
167537529,5.15,3.7,4.7473683,3.0350878,1.8991228,2020.0,low
171371262,5.2,3.4,2.497185,3.7803538,1.5413415,2021.0,low
163504094,5.2,3.4,2.497185,3.7803538,1.5413415,2020.0,low
167495632,5.2,3.7,2.9881167,2.9262652,1.7995292,2021.0,low
163877574,5.25,3.7,3.2901068,2.4892526,1.3179716,2020.0,low
159544341,5.25,3.7,3.2901068,2.4892526,1.3179716,2018.0,low
168327416,5.25,3.4,3.3725734,2.0967574,2.2414005,2021.0,low
163519455,5.25,3.5,3.339454,4.1289134,1.7808037,2020.0,low
168504475,5.35,3.5,2.9404879,3.0,1.494878,2020.0,low
166033243,5.35,3.4,3.448266,3.707863,2.0004032,2020.0,low
167493544,5.39,3.9,2.363023,2.9205744,2.1781259,2021.0,low
168684328,5.41,3.7,3.0580463,2.2140975,2.587367,2021.0,low
167920586,5.45,3.7,2.8802292,2.9522924,1.5972215,2021.0,low
167384941,5.45,3.9,3.3353763,3.587602,2.4264553,2021.0,low
156259141,5.49,3.5,3.4513838,3.8537915,1.814635,2018.0,low
116391152,5.49,3.5,3.283404,4.174007,1.6323758,2016.0,low
167790161,5.49,3.4,2.5533278,3.699898,1.270017,2020.0,low
163884466,5.49,3.5,3.3988366,4.2687817,1.8180242,2020.0,low
163187641,5.5,3.5,2.6892612,3.7081084,1.7971625,2020.0,low
167307908,5.5,3.5,3.5435946,2.483872,1.2396991,2021.0,low
167257962,5.5,3.4,3.733598,2.5539021,1.5495945,2021.0,low
171163123,5.5,3.4,2.5683513,3.8419352,1.1316128,2021.0,low
162943529,5.5,3.2,3.0043612,3.0251467,1.6647776,2020.0,low
166786231,5.5,3.3,3.2722993,3.6816068,1.6400276,2020.0,low
170661841,5.5,3.7,3.2298305,3.419322,2.3276272,2021.0,low
165716489,5.5,3.6,4.4447203,2.524616,1.538658,2020.0,low
163280294,5.55,3.4,3.4349241,1.9955311,2.2904553,2020.0,low
168928266,5.59,3.8,3.342975,3.5126724,2.1227732,2021.0,low
170807381,5.59,3.5,3.1979756,3.4492528,2.1886265,2021.0,low
163753492,5.6,3.2,3.9424903,3.0276628,2.187203,2020.0,low
168534766,5.6,3.6,3.9865544,2.665693,2.050609,2020.0,low
159974120,5.61,3.4,3.3408842,2.211149,2.2259867,2019.0,low
167307906,5.625,3.5,3.4640126,3.291243,2.0609195,2021.0,low
167341923,5.65,3.3,3.8566504,2.831866,2.047623,2021.0,low
164577150,5.7,3.7,4.0411606,2.8900611,1.3650917,2020.0,low
170529346,5.7,3.6,2.7964554,2.8810127,2.2693038,2021.0,low
163134925,5.75,3.2,2.780769,2.048022,1.5699999,2020.0,low
165604493,5.8,3.5,4.4177303,2.5430143,1.6242908,2020.0,low
168935185,5.8,3.6,2.7172556,3.6886618,1.6078564,2021.0,low
171047256,5.8,3.5,3.283404,4.174007,1.6323758,2021.0,low
164106988,5.85,3.5,3.2105415,2.096773,2.4074838,2020.0,low
161816976,5.85,3.6,3.8075247,2.9596038,1.4018811,2017.0,low
167559943,5.87,3.4,2.1610777,3.491018,1.4697006,2020.0,low
168650917,5.89,3.8,3.0961642,3.1756165,1.8232877,2020.0,low
163334630,5.89,3.5,3.816344,2.8443007,1.4904301,2020.0,low
168898666,5.89,3.5,3.339454,4.1289134,1.7808037,2021.0,low
167625448,5.9,3.7,2.2242105,2.5,2.3021052,2020.0,low
162970121,5.9,3.4,2.5694213,2.9079423,1.247299,2020.0,low
167377472,5.9,3.8,2.8631933,2.9155383,1.8480841,2021.0,low
167410103,5.9,3.6,3.387077,2.1337693,1.9191539,2020.0,low
163496457,5.9,3.7,4.2929378,1.7124519,1.4409573,2020.0,low
168243213,5.9,3.6,3.2294328,3.4012978,1.6062161,2021.0,low
169369988,5.9,3.7,2.9966621,2.9173934,1.8141978,2021.0,low
163490654,5.9,3.4,3.571218,2.4634576,1.5449377,2020.0,low
163904417,5.9,3.4,3.4616058,4.166825,1.529854,2020.0,low
161673639,5.9,2.9,2.5,3.5,1.4787097,2019.0,low
167542153,5.9,3.4,2.7358491,3.3490567,1.983019,2020.0,low
168078146,5.9,3.6,2.6593263,3.757851,1.3760196,2021.0,low
161244283,5.9,3.5,2.6769445,3.4908996,1.6068652,2019.0,low
169116487,5.9,3.6,4.004702,2.556272,1.3433988,2021.0,low
167231554,5.9,3.4,3.348118,3.3257935,1.6332103,2021.0,low
167271228,5.9,3.9,2.6400492,3.6857016,1.8320014,2021.0,low
167671325,5.9,3.7,3.0138218,2.8734603,1.3950409,2021.0,low
163423638,5.95,3.4,3.8613386,2.8561363,1.6483586,2020.0,low
168925166,5.95,3.4,4.066216,2.966277,1.4988923,2021.0,low
167553532,5.95,3.5,3.7308428,2.8202078,2.0851393,2021.0,low
164123148,5.95,3.6,4.004702,2.556272,1.3433988,2020.0,low
165285505,5.95,3.6,2.9853437,2.7932582,1.7035288,2020.0,low
163423660,5.95,3.6,2.6021607,3.617018,2.6745179,2020.0,low
168472130,5.95,3.2,3.13483,3.4807594,2.2549672,2021.0,low
168003351,5.95,3.4,3.0248568,3.3916728,2.059083,2021.0,low
164963663,5.95,3.3,3.5247347,3.9746592,1.873106,2020.0,low
160583763,5.95,3.5,3.0063982,2.9350882,1.7388415,2018.0,low
164114850,5.95,3.3,3.0055509,1.8993673,2.2265103,2020.0,low
159881759,5.95,3.5,2.6349778,2.7635338,1.7577711,2019.0,low
167274561,5.95,3.6,2.665228,3.5948799,1.5975201,2021.0,low
164606712,5.95,3.2,3.1683285,3.4290686,1.4845207,2020.0,low
167367497,5.95,3.6,3.748209,3.0220895,1.4649253,2020.0,low
169008256,5.95,3.6,3.4876194,2.48,2.2057142,2020.0,low
170191550,5.95,3.5,2.5857282,3.6342344,1.6327941,2021.0,low
168037260,5.95,3.3,3.1937838,3.05278,1.9311583,2021.0,low
168616151,5.95,3.8,3.552608,3.4126391,1.6024073,2021.0,low
167195561,5.95,3.7,2.540307,3.3134618,1.8148743,2021.0,low
163794355,5.97,3.5,3.7098823,3.0265884,1.2878823,2019.0,low
164616364,5.97,3.7,3.045516,2.9829535,1.4182918,2020.0,low
164942978,5.97,3.5,3.1875,4.0531816,1.6890908,2020.0,low
163357867,5.97,3.6,2.7697136,2.9619873,1.4368123,2020.0,low
163140071,5.97,3.5,2.799576,3.0399053,1.57818,2020.0,low
167307889,5.98,3.7,3.0288324,2.9524355,1.8301963,2021.0,low
161812726,5.99,3.2,3.435904,3.2518082,1.2687454,2019.0,low
163284239,5.99,3.6,2.4934506,3.7108188,1.5880578,2020.0,low
159651812,5.99,3.5,3.408424,3.9205167,2.210129,2019.0,low
163510879,5.99,3.7,2.9881167,2.9262652,1.7995292,2020.0,low
169970736,5.99,3.6,2.6254194,2.948258,1.6980646,2021.0,low
166974638,5.99,3.5,2.6873333,3.8857646,1.232,2020.0,low
156835067,5.99,3.6,3.7286294,2.8596447,1.7460123,2018.0,low
163818632,5.99,3.7,4.740762,3.0385714,1.3659047,2019.0,low
168830621,5.99,3.7,3.2901068,2.4892526,1.3179716,2021.0,low
162902156,5.99,3.7,4.2694907,1.7017072,1.3909651,2020.0,low
167661657,5.99,3.8,4.039865,1.7658507,1.6021225,2021.0,low
167363488,5.99,4.0,4.243693,1.4640472,1.6990557,2021.0,low
167662331,5.99,3.5,3.3988366,4.2687817,1.8180242,2021.0,low
159871333,5.99,3.6,3.4343615,2.2364135,2.2497206,2019.0,low
164314906,6.0,3.6,2.7335982,3.4037333,1.321105,2020.0,low
163731858,6.0,3.8,2.8631933,2.9155383,1.8480841,2020.0,low
159249743,5.07,3.6,3.8559792,2.9997597,1.5237458,2018.0,low
158558672,5.95,3.7,4.4159226,3.0405703,2.59198,2018.0,low
157574642,5.95,3.5,3.3946512,2.0,1.9913955,2017.0,low
167056738,5.3,3.9,3.52291,2.6202118,2.5501058,2020.0,low
162312382,5.69,3.6,3.7797604,2.6126947,1.0691018,2019.0,low
163159236,5.9,3.6,2.879749,2.7137353,1.936296,2020.0,low
155875612,5.36,3.8,2.6267502,3.0,1.0,2017.0,low
142713163,5.49,3.7,2.598003,3.6158574,1.7949494,2016.0,low
152107669,5.69,3.6,4.301043,3.0105522,1.5979755,2016.0,low
151761917,5.49,3.7,3.802281,2.3319297,1.5266668,2016.0,low
144460177,5.9,3.4,2.584706,3.8947058,1.3076471,2016.0,low
152666756,5.83,3.9,2.6400492,3.6857016,1.8320014,2017.0,low
21180532,5.9,3.1,2.9536192,3.2658982,2.4297853,2015.0,low
160713451,5.9,3.3,3.274587,2.219617,2.2392995,2019.0,low
151558497,5.95,3.5,3.3198502,3.4518864,2.061976,2016.0,low
157852326,5.5,3.6,2.6593263,3.757851,1.3760196,2018.0,low
138692991,5.95,3.6,3.9062338,3.0123832,1.3367234,2016.0,low
164299111,5.95,3.6,4.3584356,2.5236037,1.336814,2020.0,low
167427169,5.8,3.7,4.0041513,2.0332077,1.3867924,2020.0,low
161944265,5.84,3.6,2.4748788,2.8955824,2.0747814,2019.0,low
156525058,5.29,3.4,2.4313726,3.0205884,1.3929412,2017.0,low
154621613,5.16,3.6,3.5565538,3.120919,1.4916445,2017.0,low
4575372,5.44,3.7,4.0692,2.8417187,1.3221631,2013.0,low
141933984,5.07,4.1,2.1317647,3.0235295,1.2094119,2015.0,low
149652020,5.49,3.7,2.9651544,2.89417,1.746616,2016.0,low
163325693,5.3,3.7,4.1821976,2.2074957,1.465341,2020.0,low
158337680,5.51,3.6,3.5280669,2.53994,1.9472299,2018.0,low
160418285,5.25,3.8,2.35306,3.0031106,2.1292975,2018.0,low
161126833,5.3,3.8,3.9486291,3.0765321,2.1490324,2018.0,low
170492633,5.9,3.7,3.5071874,2.8865626,1.3264062,2021.0,low
141934728,5.59,3.4,2.6302917,2.3696287,1.3507427,2016.0,low
159658463,5.55,3.6,2.6568751,3.90625,1.7546875,2018.0,low
167434186,5.45,3.5,2.799576,3.0399053,1.57818,2021.0,low
169060506,5.9,3.6,2.8927677,3.8898787,1.9397777,2020.0,low
162022342,5.99,3.4,2.691237,3.0614433,1.2589691,2019.0,low
163803834,5.41,3.7,3.0580463,2.2140975,2.587367,2020.0,low
167685798,5.99,3.7,2.7701633,3.9307694,1.7307925,2020.0,low
167178243,5.5,3.4,2.8673334,2.8131113,1.9265187,2020.0,low
164806245,5.29,3.6,2.5894117,2.8263528,1.6296471,2019.0,low
160378909,5.95,3.4,3.4504185,3.8279943,1.9379164,2019.0,low
167584077,5.9,3.7,2.9872482,3.8966281,1.5913179,2020.0,low
167354041,5.7,3.5,3.7490778,2.8948054,2.2397456,2021.0,low
168144836,5.8,3.9,4.470141,3.171972,2.2923944,2020.0,low
157865549,5.95,3.4,4.3891788,2.57467,1.5136069,2018.0,low
160192701,5.95,3.6,4.429946,1.5506468,1.301159,2019.0,low
163181817,6.0,3.6,3.9566185,2.5573225,1.3350949,2020.0,low
163058006,5.8,3.7,2.1445284,2.4226413,1.4415095,2019.0,low
163377635,5.5,3.4,2.7528062,2.9946854,1.8809662,2020.0,low
167046772,5.9,3.5,2.5590024,2.8308227,2.0678473,2021.0,low
156149058,5.9,3.5,3.1725,2.7697551,1.1160294,2018.0,low
161007374,5.45,3.4,3.571218,2.4634576,1.5449377,2019.0,low
171130544,5.95,3.4,3.5024571,2.1114855,2.0129144,2021.0,low
162245915,5.5,3.7,2.9966621,2.9173934,1.8141978,2019.0,low
167628844,5.29,3.4,3.8537068,3.0430071,1.3793356,2021.0,low
162917625,5.99,3.5,4.013912,2.8287277,1.2899704,2020.0,low
164020955,5.9,3.3,2.6860394,2.729865,1.7424045,2020.0,low
163815327,5.95,4.0,4.122117,1.6538821,1.6988188,2020.0,low
171124432,5.9,3.7,3.9169202,3.1702576,2.0712454,2021.0,low
170745467,5.3,3.2,3.9424903,3.0276628,2.187203,2021.0,low
170688679,5.69,3.4,3.3847883,2.2891366,2.2202983,2021.0,low
166094993,5.9,3.6,2.7172556,3.6886618,1.6078564,2020.0,low
164639040,5.89,3.5,3.036219,2.9534607,1.2896518,2020.0,low
36380215,5.38,3.4,3.4349241,1.9955311,2.2904553,2015.0,low
162547467,5.9,3.7,2.7818985,2.8427904,1.6277709,2019.0,low
167432496,5.45,3.3,1.9604859,3.8533084,2.976542,2021.0,low
168202951,5.45,3.9,4.4017687,1.6265107,1.3911853,2021.0,low
159105090,5.99,3.3,3.8212843,2.780486,2.4185417,2018.0,low
167315830,5.5,3.7,4.2929378,1.7124519,1.4409573,2021.0,low
164728009,5.95,3.6,2.665228,3.5948799,1.5975201,2020.0,low
169716580,5.875,3.5,2.663832,3.7264314,1.6035011,2021.0,low
167083769,5.99,3.3,3.2136247,3.4439225,1.9469972,2021.0,low
167240135,5.9,3.8,4.2529745,1.6628495,1.5704962,2021.0,low
163760835,5.95,3.9,2.7483096,3.1419158,1.536673,2020.0,low
166722022,5.95,3.6,3.2917633,2.12243,2.0185914,2020.0,low
160180066,5.95,3.4,2.8047369,3.7126315,1.031579,2018.0,low
168955928,5.95,3.3,3.879461,3.3617156,2.114902,2020.0,low
149400392,5.69,3.8,2.8973422,2.7747748,1.9903604,2016.0,low
158363405,5.2,3.9,3.4141057,2.7042108,2.1027367,2018.0,low
154206890,5.9,3.9,3.8160822,3.1393292,2.4288282,2017.0,low
168952485,5.8,3.8,4.6443715,2.981379,2.3577828,2021.0,low
159767952,5.9,3.3,2.7535906,3.540403,1.2031349,2018.0,low
167238706,5.22,3.7,2.955,2.841,1.8209999,2020.0,low
118271431,5.95,3.3,2.7075882,2.5971766,1.2897646,2015.0,low
159798576,5.99,3.5,3.3012424,4.1927953,1.8361491,2018.0,low
159097532,5.7,3.8,3.8407083,3.2102685,1.4165812,2018.0,low
152188586,5.99,3.7,2.5463662,3.0240407,2.0831685,2017.0,low
158645872,5.67,3.8,2.35306,3.0031106,2.1292975,2016.0,low
145953012,5.51,3.4,4.2171674,1.748867,1.5116558,2016.0,low
158088571,5.14,3.5,3.414375,3.0231252,2.5665627,2017.0,low
160861403,5.05,3.6,3.0201256,2.9696164,1.8012291,2019.0,low
164418549,5.29,3.7,3.4172251,2.943175,1.7698231,2020.0,low
164288810,5.9,3.4,2.741832,3.6008399,1.1812214,2019.0,low
164027310,5.8,3.5,3.7932878,3.0668492,1.5623972,2019.0,low
160090856,5.55,3.8,2.9038208,3.0742981,2.1060896,2018.0,low
162909019,5.35,3.5,2.9789,2.8792424,1.7187413,2020.0,low
